price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type
37500000.0,ready to move,3449,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
43400000.0,ready to move,3986,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
37600000.0,ready to move,3454,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
37600000.0,ready to move,3452,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
59800000.00000001,ready to move,5492,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,4, M3M Golf Estate,M3M,apartment
51100000.0,ready to move,3410,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
44600000.0,ready to move,2979,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
44700000.0,ready to move,2985,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
52600000.0,ready to move,3510,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
168299999.99999997,ready to move,11224,15000,5 BHK Apartment in M3M Golf Estate,Sector 65,home,False,5, M3M Golf Estate,M3M,apartment
74500000.0,ready to move,4968,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,False,4, M3M Golf Estate,M3M,apartment
46700000.0,ready to move,3117,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,False,3, M3M Golf Estate,M3M,apartment
43200000.0,ready to move,2882,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
43500000.0,ready to move,2900,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
58400000.0,ready to move,3898,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
58600000.0,ready to move,3909,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
42699999.99999999,ready to move,2850,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
91400000.0,under construction,4927,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Multi Home Realtors,True,4, Whiteland The Aspen,Whiteland,apartment
56300000.0,ready to move,3756,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
98100000.0,ready to move,9000,10900,5 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,5, M3M Golf Estate,M3M,apartment
65400000.0,ready to move,4366,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,home,False,4, M3M Golf Estate,M3M,apartment
90900000.0,ready to move,6060,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,False,3, M3M Golf Estate,M3M,apartment
67200000.0,ready to move,4480,15000,4 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,False,4, M3M Golf Estate,M3M,apartment
46700000.0,ready to move,3117,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Multi Home Realtors,False,3, M3M Golf Estate,M3M,apartment
58600000.0,ready to move,3909,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,home,False,3, M3M Golf Estate,M3M,apartment
42699999.99999999,ready to move,2850,15000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,False,3, M3M Golf Estate,M3M,apartment
91400000.0,under construction,4927,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,properties for sale in Gurgaon,True,4, Whiteland The Aspen,Whiteland,apartment
44900000.0,under construction,1347,33407,4 BHK Apartment in DLF Independent Floors At Dlf City Phase III,DLF Phase 3,Multi Home Realtors,True,4, DLF Independent Floors At Dlf City Phase III,DLF,apartment
45800000.0,under construction,1371,33406,4 BHK Apartment in DLF Independent Floors At Dlf City Phase III,DLF Phase 3,Multi Home Realtors,True,4, DLF Independent Floors At Dlf City Phase III,DLF,apartment
23200000.0,under construction,2071,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Multi Home Realtors,True,3, Navraj The Antalya,Navraj,apartment
26000000.0,under construction,1300,20000,2 BHK Apartment in M3M Capital,Sector 113,Bharat hotels infrastructure,True,2, M3M Capital,M3M,apartment
26600000.0,under construction,1330,20000,2 BHK Apartment in M3M Capital,Sector 113,Bharat hotels infrastructure,True,2, M3M Capital,M3M,apartment
42000000.0,under construction,2100,20000,4 BHK Apartment in M3M Capital,Sector 113,Realti Bulls,True,4, M3M Capital,M3M,apartment
33900000.0,under construction,1695,20000,3 BHK Apartment in M3M Capital,Sector 113,Realti Bulls,True,3, M3M Capital,M3M,apartment
26400000.0,under construction,2350,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Realti Bulls,True,3, Navraj The Antalya,Navraj,apartment
41100000.0,under construction,2055,20000,4 BHK Apartment in M3M Capital,Sector 113,Realti Bulls,True,4, M3M Capital,M3M,apartment
45000000.0,under construction,1795,25069,3 BHK Apartment in M3M M3M Crown,Sector 111,Realti Bulls,True,3, M3M M3M Crown,M3M,apartment
26800000.0,under construction,2390,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Realti Bulls,True,4, Navraj The Antalya,Navraj,apartment
26200000.0,under construction,1310,20000,2 BHK Apartment in M3M Capital,Sector 113,Realti Bulls,True,2, M3M Capital,M3M,apartment
25299999.999999996,under construction,2250,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Realti Bulls,True,3, Navraj The Antalya,Navraj,apartment
46100000.0,under construction,2248,20508,4 BHK Apartment in M3M M3M Crown,Sector 111,Realti Bulls,True,4, M3M M3M Crown,M3M,apartment
11100000.000000002,ready to move,1457,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,home,False,2, Eldeco Acclaim,Eldeco,apartment
13400000.0,ready to move,1751,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Property In Gurgaon,False,3, Eldeco Acclaim,Eldeco,apartment
16200000.000000002,ready to move,2122,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,properties for sale in Gurgaon,False,3, Eldeco Acclaim,Eldeco,apartment
9738000.0,ready to move,1269,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Rainbow Homz Consultancy,False,2, Eldeco Acclaim,Eldeco,apartment
9699000.0,ready to move,1264,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Rainbow Homz Consultancy,False,2, Eldeco Acclaim,Eldeco,apartment
12600000.0,under construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,2, Signature Global City 79 B,Signature,apartment
28800000.0,under construction,2408,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,3, Signature Global City 79 B,Signature,apartment
18300000.0,under construction,1525,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,2, Signature Global City 79 B,Signature,apartment
15900000.0,under construction,1325,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,2, Signature Global City 79 B,Signature,apartment
24400000.0,under construction,2035,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,3, Signature Global City 79 B,Signature,apartment
18700000.0,under construction,1566,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,2, Signature Global City 79 B,Signature,apartment
21900000.0,under construction,1831,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Rainbow Homz Consultancy,True,3, Signature Global City 79 B,Signature,apartment
27200000.000000004,ready to move,2180,12514,4 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Rainbow Homz Consultancy,False,4, Shapoorji Pallonji JoyVille,Shapoorji,apartment
15200000.0,ready to move,1215,12514,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Rainbow Homz Consultancy,False,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
23100000.0,ready to move,1852,12514,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Rainbow Homz Consultancy,False,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
17100000.0,ready to move,1368,12514,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,ETHOS PRO REALTORS,False,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
21100000.0,ready to move,1692,12514,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,ETHOS PRO REALTORS,False,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
11399999.999999998,ready to move,915,12514,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,ETHOS PRO REALTORS,False,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
69900000.0,under construction,1638,42734,3 BHK Apartment in Tulip Monsella,Sector 53,ETHOS PRO REALTORS,True,3, Tulip Monsella,Tulip,apartment
122800000.0,under construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,ETHOS PRO REALTORS,True,3, Tulip Monsella,Tulip,apartment
64300000.0,under construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,home,True,4, DLF Privana,DLF,apartment
64300000.0,under construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Property In Gurgaon,True,4, DLF Privana,DLF,apartment
64300000.0,under construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,properties for sale in Gurgaon,True,4, DLF Privana,DLF,apartment
24900000.000000004,under construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,Bharat hotels infrastructure,True,3, SS Cendana Residence,SS,apartment
14700000.0,under construction,1450,10199,3 BHK Apartment in SS Cendana Residence,Sector 83,Bharat hotels infrastructure,True,3, SS Cendana Residence,SS,apartment
14700000.0,under construction,1450,10199,3 BHK Apartment in SS Cendana Residence,Sector 83,Neer Me Consultant,True,3, SS Cendana Residence,SS,apartment
24900000.000000004,under construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,Neer Me Consultant,True,3, SS Cendana Residence,SS,apartment
44100000.0,under construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,Neer Me Consultant,True,4, Godrej Zenith,Godrej,apartment
52000000.0,under construction,1726,30144,4 BHK Apartment in Godrej Zenith,Sector 89,Neer Me Consultant,True,4, Godrej Zenith,Godrej,apartment
31000000.0,under construction,1383,22431,3 BHK Apartment in Godrej Zenith,Sector 89,Neer Me Consultant,True,3, Godrej Zenith,Godrej,apartment
44100000.0,under construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,ETHOS PRO REALTORS,True,4, Godrej Zenith,Godrej,apartment
44100000.0,under construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,The Assetree,True,4, Godrej Zenith,Godrej,apartment
52000000.0,under construction,1726,30144,4 BHK Apartment in Godrej Zenith,Sector 89,The Assetree,True,4, Godrej Zenith,Godrej,apartment
31000000.0,under construction,1383,22431,3 BHK Apartment in Godrej Zenith,Sector 89,home,True,3, Godrej Zenith,Godrej,apartment
31000000.0,under construction,1383,22431,3 BHK Apartment in Godrej Zenith,Sector 89,Property In Gurgaon,True,3, Godrej Zenith,Godrej,apartment
41000000.0,under construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,properties for sale in Gurgaon,True,3, Puri Diplomatic Residences,Puri,apartment
43900000.0,under construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,The Assetree,True,4, Puri Diplomatic Residences,Puri,apartment
42800000.0,under construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,The Assetree,True,3, Puri Diplomatic Residences,Puri,apartment
31200000.0,under construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Khatri properties solution,True,3, Signature Global Deluxe DXP,Signature,apartment
36400000.0,under construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Khatri properties solution,True,4, Signature Global Deluxe DXP,Signature,apartment
28600000.0,under construction,2200,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Khatri properties solution,True,3, Signature Global Deluxe DXP,Signature,apartment
12600000.0,under construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Ankit Rana,True,2, Signature Global City 79 B,Signature,apartment
28800000.0,under construction,2408,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Ankit Rana,True,3, Signature Global City 79 B,Signature,apartment
18300000.0,under construction,1525,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Ankit Rana,True,2, Signature Global City 79 B,Signature,apartment
36300000.0,under construction,2271,16004,3 BHK Apartment in Pyramid Alban,Sector 71,Rainbow Homz Consultancy,True,3, Pyramid Alban,Pyramid,apartment
38000000.0,under construction,2376,16006,3 BHK Apartment in Pyramid Alban,Sector 71,Rainbow Homz Consultancy,True,3, Pyramid Alban,Pyramid,apartment
41000000.0,under construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Rainbow Homz Consultancy,True,3, Puri Diplomatic Residences,Puri,apartment
43900000.0,under construction,2440,18000,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Khatri properties solution,True,4, Puri Diplomatic Residences,Puri,apartment
42800000.0,under construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Khatri properties solution,True,3, Puri Diplomatic Residences,Puri,apartment
20000000.0,under construction,1715,11700,2 BHK Apartment in Kashish Manor One,Sector 111,home,True,2, Kashish Manor One,Kashish,apartment
27200000.000000004,under construction,2325,11700,3 BHK Apartment in Kashish Manor One,Sector 111,Property In Gurgaon,True,3, Kashish Manor One,Kashish,apartment
17000000.0,under construction,1455,11700,2 BHK Apartment in Kashish Manor One,Sector 111,properties for sale in Gurgaon,True,2, Kashish Manor One,Kashish,apartment
64300000.0,under construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Sunrise Property Consultants,True,4, DLF Privana,DLF,apartment
64300000.0,under construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Bharat hotels infrastructure,True,4, DLF Privana,DLF,apartment
36300000.0,under construction,2271,16004,3 BHK Apartment in Pyramid Alban,Sector 71,Bharat hotels infrastructure,True,3, Pyramid Alban,Pyramid,apartment
38000000.0,under construction,2376,16006,3 BHK Apartment in Pyramid Alban,Sector 71,Bharat hotels infrastructure,True,3, Pyramid Alban,Pyramid,apartment
41000000.0,under construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Bharat hotels infrastructure,True,3, Puri Diplomatic Residences,Puri,apartment
57699999.99999999,under construction,3500,16500,4 BHK Apartment in Ganga Nandaka,Sector 84,VASU MALHOTRA AND ASSOCIATES,True,4, Ganga Nandaka,Ganga,apartment
46200000.0,under construction,2800,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,VASU MALHOTRA AND ASSOCIATES,True,3, Ganga Nandaka,Ganga,apartment
39100000.0,under construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,VASU MALHOTRA AND ASSOCIATES,True,3, Pyramid Alban,Pyramid,apartment
37700000.0,under construction,2360,16001,3 BHK Apartment in Pyramid Alban,Sector 71,VASU MALHOTRA AND ASSOCIATES,True,3, Pyramid Alban,Pyramid,apartment
36500000.0,under construction,2282,16005,3 BHK Apartment in Pyramid Alban,Sector 71,VASU MALHOTRA AND ASSOCIATES,True,3, Pyramid Alban,Pyramid,apartment
24900000.000000004,under construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,Khatri properties solution,True,3, SS Cendana Residence,SS,apartment
14700000.0,under construction,1450,10199,3 BHK Apartment in SS Cendana Residence,Sector 83,Khatri properties solution,True,3, SS Cendana Residence,SS,apartment
14700000.0,under construction,1450,10199,3 BHK Apartment in SS Cendana Residence,Sector 83,home,True,3, SS Cendana Residence,SS,apartment
24900000.000000004,under construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,Property In Gurgaon,True,3, SS Cendana Residence,SS,apartment
24900000.000000004,under construction,1850,13500,3 BHK Apartment in SS Cendana Residence,Sector 83,properties for sale in Gurgaon,True,3, SS Cendana Residence,SS,apartment
12600000.0,under construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Neer Me Consultant,True,2, Signature Global City 79 B,Signature,apartment
28800000.0,under construction,2408,12000,3 BHK Apartment in Signature Global City 79 B,Sector 79,Neer Me Consultant,True,3, Signature Global City 79 B,Signature,apartment
18300000.0,under construction,1525,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Neer Me Consultant,True,2, Signature Global City 79 B,Signature,apartment
69900000.0,under construction,1638,42734,3 BHK Apartment in Tulip Monsella,Sector 53,Rainbow Homz Consultancy,True,3, Tulip Monsella,Tulip,apartment
122800000.0,under construction,2874,42735,3 BHK Apartment in Tulip Monsella,Sector 53,Rainbow Homz Consultancy,True,3, Tulip Monsella,Tulip,apartment
192399999.99999997,under construction,4503,42735,5 BHK Apartment in Tulip Monsella,Sector 53,Rainbow Homz Consultancy,True,5, Tulip Monsella,Tulip,apartment
70300000.0,under construction,1646,42735,3 BHK Apartment in Tulip Monsella,Sector 53,The Asset Corporation,True,3, Tulip Monsella,Tulip,apartment
123500000.0,under construction,2892,42734,3 BHK Apartment in Tulip Monsella,Sector 53,The Asset Corporation,True,3, Tulip Monsella,Tulip,apartment
55000000.0,under construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,The Asset Corporation,True,4, Godrej Aristocrat,Godrej,apartment
68400000.0,under construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,The Asset Corporation,True,4, Godrej Aristocrat,Godrej,apartment
65500000.0,under construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,The Asset Corporation,True,4, Godrej Aristocrat,Godrej,apartment
33600000.0,under construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,home,True,3, Godrej Aristocrat,Godrej,apartment
38400000.0,under construction,1109,34625,3 BHK Apartment in Godrej Aristocrat,Sector 49,Property In Gurgaon,True,3, Godrej Aristocrat,Godrej,apartment
37800000.0,under construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,properties for sale in Gurgaon,True,3, Godrej Aristocrat,Godrej,apartment
44100000.0,under construction,1464,30127,4 BHK Apartment in Godrej Zenith,Sector 89,Bharat hotels infrastructure,True,4, Godrej Zenith,Godrej,apartment
34700000.0,under construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Bharat hotels infrastructure,True,3, Godrej Aristocrat,Godrej,apartment
52000000.0,under construction,1726,30144,4 BHK Apartment in Godrej Zenith,Sector 89,Bharat hotels infrastructure,True,4, Godrej Zenith,Godrej,apartment
31000000.0,under construction,1383,22431,3 BHK Apartment in Godrej Zenith,Sector 89,Bharat hotels infrastructure,True,3, Godrej Zenith,Godrej,apartment
11100000.000000002,ready to move,1457,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Bharat hotels infrastructure,False,2, Eldeco Acclaim,Eldeco,apartment
13400000.0,ready to move,1751,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Bharat hotels infrastructure,False,3, Eldeco Acclaim,Eldeco,apartment
16200000.000000002,ready to move,2122,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Bharat hotels infrastructure,False,3, Eldeco Acclaim,Eldeco,apartment
57699999.99999999,under construction,3500,16500,4 BHK Apartment in Ganga Nandaka,Sector 84,Rainbow Homz Consultancy,True,4, Ganga Nandaka,Ganga,apartment
46200000.0,under construction,2800,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,Rainbow Homz Consultancy,True,3, Ganga Nandaka,Ganga,apartment
31200000.0,under construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Rainbow Homz Consultancy,True,3, Signature Global Deluxe DXP,Signature,apartment
36400000.0,under construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Bharat hotels infrastructure,True,4, Signature Global Deluxe DXP,Signature,apartment
28600000.0,under construction,2200,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Bharat hotels infrastructure,True,3, Signature Global Deluxe DXP,Signature,apartment
50500000.0,under construction,2528,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Ankit Rana,True,3, Krisumi Waterfall Residences,Krisumi,apartment
26800000.0,under construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Ankit Rana,True,3, Trehan Luxury Floors 71,Trehan,apartment
25000000.0,ready to move,1800,13888,3 BHK Independent Floor in Today Developer 9,DLF Phase 3,Ankit Rana,False,3, Today Developer 9,Today,floor
25600000.0,ready to move,1811,14184,3 BHK Apartment in BPTP Terra,Sector 37D,home,False,3, BPTP Terra,BPTP,apartment
27500000.0,under construction,1250,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Property In Gurgaon,True,1, Krisumi Waterside Residence,Krisumi,apartment
22000000.0,under construction,1000,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,properties for sale in Gurgaon,True,1, Krisumi Waterside Residence,Krisumi,apartment
54000000.0,under construction,2700,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Neer Me Consultant,True,3, Krisumi Waterside Residence,Krisumi,apartment
45000000.0,under construction,2250,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Thirty Three Estates Developers,True,3, Krisumi Waterside Residence,Krisumi,apartment
35000000.0,under construction,1750,20000,2 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Thirty Three Estates Developers,True,2, Krisumi Waterside Residence,Krisumi,apartment
39200000.0,under construction,1964,19959,2 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Thirty Three Estates Developers,True,2, Krisumi Waterside Residence,Krisumi,apartment
8200000.0,ready to move,781,10500,2 BHK Independent Floor in Vatika Emilia Floors,Sector 83,Thirty Three Estates Developers,False,2, Vatika Emilia Floors,Vatika,floor
9754000.0,ready to move,929,10500,2 BHK Independent Floor in Vatika Emilia Floors,Sector 83,Thirty Three Estates Developers,False,2, Vatika Emilia Floors,Vatika,floor
63500000.0,under construction,3850,16500,4 BHK Apartment in Ganga Nandaka,Sector 84,Thirty Three Estates Developers,True,4, Ganga Nandaka,Ganga,apartment
50300000.0,under construction,3051,16500,3 BHK Apartment in Ganga Nandaka,Sector 84,WADHWA REALTORS,True,3, Ganga Nandaka,Ganga,apartment
72600000.0,under construction,3230,22500,4 BHK Apartment in M3M Mansion,Sector 113,WADHWA REALTORS,True,4, M3M Mansion,M3M,apartment
72600000.0,under construction,3230,22500,4 BHK Apartment in M3M Mansion,Sector 113,The Assetree,True,4, M3M Mansion,M3M,apartment
60700000.0,under construction,2700,22500,4 BHK Apartment in M3M Mansion,Sector 113,The Assetree,True,4, M3M Mansion,M3M,apartment
60700000.0,under construction,2700,22500,4 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,4, M3M Mansion,M3M,apartment
76800000.0,under construction,3415,22500,4 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,4, M3M Mansion,M3M,apartment
66200000.0,under construction,2945,22500,4 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,4, M3M Mansion,M3M,apartment
45500000.0,under construction,2077,21932,3 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,3, M3M Mansion,M3M,apartment
45500000.0,under construction,2077,21932,3 BHK Apartment in M3M Mansion,Sector 113,home,True,3, M3M Mansion,M3M,apartment
50500000.0,under construction,2336,21656,3 BHK Apartment in M3M Mansion,Sector 113,Property In Gurgaon,True,3, M3M Mansion,M3M,apartment
50500000.0,under construction,2336,21656,3 BHK Apartment in M3M Mansion,Sector 113,properties for sale in Gurgaon,True,3, M3M Mansion,M3M,apartment
67500000.0,under construction,3000,22500,4 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,4, M3M Mansion,M3M,apartment
51200000.0,under construction,2350,21825,3 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,3, M3M Mansion,M3M,apartment
70300000.0,under construction,3125,22500,4 BHK Apartment in M3M Mansion,Sector 113,Thirty Three Estates Developers,True,4, M3M Mansion,M3M,apartment
9870000.0,ready to move,940,10500,2 BHK Independent Floor in Vatika Emilia Floors,Sector 83,Thirty Three Estates Developers,False,2, Vatika Emilia Floors,Vatika,floor
17000000.0,ready to move,1620,10500,2 BHK Independent Floor in Vatika Emilia Floors,Sector 83,Thirty Three Estates Developers,False,2, Vatika Emilia Floors,Vatika,floor
19100000.0,ready to move,1820,10500,3 BHK Independent Floor in Vatika Emilia Floors,Sector 83,Thirty Three Estates Developers,False,3, Vatika Emilia Floors,Vatika,floor
50500000.0,under construction,2528,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,WADHWA REALTORS,True,3, Krisumi Waterfall Residences,Krisumi,apartment
26400000.0,under construction,2350,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,WADHWA REALTORS,True,3, Navraj The Antalya,Navraj,apartment
26400000.0,under construction,2350,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,OXYHOM REALTY PRIVATE LIMITED,True,3, Navraj The Antalya,Navraj,apartment
26800000.0,under construction,2390,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Sunrise Property Consultants,True,4, Navraj The Antalya,Navraj,apartment
26800000.0,under construction,2390,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,OXYHOM REALTY PRIVATE LIMITED,True,4, Navraj The Antalya,Navraj,apartment
37600000.0,under construction,2283,16500,5 BHK Apartment in Elan The Presidential,Sector 106,AG Luxury Abodes,True,5, Elan The Presidential,Elan,apartment
28000000.0,under construction,1702,16500,4 BHK Apartment in Elan The Presidential,Sector 106,AG Luxury Abodes,True,4, Elan The Presidential,Elan,apartment
42900000.0,under construction,2600,16500,3 BHK Apartment in Elan The Presidential,Sector 106,AG Luxury Abodes,True,3, Elan The Presidential,Elan,apartment
30800000.0,under construction,2090,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,AG Luxury Abodes,True,3, M3M Golf Hills Phase 1,M3M,apartment
20900000.0,under construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,AG Luxury Abodes,True,2, M3M Golf Hills Phase 1,M3M,apartment
38700000.0,under construction,2630,14750,4 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Anuugraah Realty,True,4, M3M Golf Hills Phase 1,M3M,apartment
22599999.999999996,ready to move,1423,15933,3 BHK Apartment in Smart Smart World Gems,Sector 89,Anuugraah Realty,False,3, Smart Smart World Gems,Smart,apartment
17500000.0,ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Anuugraah Realty,False,2, Smart Smart World Gems,Smart,apartment
17000000.0,ready to move,1067,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Anuugraah Realty,False,2, Smart Smart World Gems,Smart,apartment
41000000.0,under construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Arihant dream homes,True,3, Puri Diplomatic Residences,Puri,apartment
