price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type
10700000.0,under construction,1138,9450,2 BHK Apartment in M3M Antalya Hills Phase I,Sector 79,home,True,2, M3M Antalya Hills Phase I,M3M,apartment
14400000.0,under construction,1528,9450,3 BHK Apartment in M3M Antalya Hills Phase I,Sector 79,Property In Gurgaon,True,3, M3M Antalya Hills Phase I,M3M,apartment
10700000.0,under construction,1138,9450,2 BHK Apartment in M3M Antalya Hills Phase I,Sector 79,properties for sale in Gurgaon,True,2, M3M Antalya Hills Phase I,M3M,apartment
40000000.0,ready to move,4500,8888,4 BHK Independent Floor,Sector 57,MM India Pvt Ltd,False,4,Outside Socity,Outside,plot
24000000.0,under construction,1800,13333,3 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,MM India Pvt Ltd,True,3, Anant Raj Estate Plots,Anant,floor
63800000.0,ready to move,2282,28000,3 BHK Apartment in DLF Park Place,Sector 54,MM India Pvt Ltd,False,3, DLF Park Place,DLF,apartment
4500000.0,ready to move,920,4891,3 BHK Apartment,Sector 3A,seller,False,3,Outside Socity,Outside,plot
4500000.0,ready to move,1000,4500,2 BHK Apartment,Sector 69,seller,False,2,Outside Socity,Outside,plot
9000000.0,ready to move,1250,7200,3 BHK Independent Floor in BPTP Astaire Garden Plots,Sector 70A,seller,False,3, BPTP Astaire Garden Plots,BPTP,floor
74900000.0,under construction,3800,19736,4 BHK Apartment in DLF The Arbour,Sector 63,seller,True,4, DLF The Arbour,DLF,apartment
19700000.0,under construction,2390,8250,4 BHK Apartment in Navraj The Antalya,Sector 37D,seller,True,4, Navraj The Antalya,Navraj,apartment
80100000.0,under construction,3956,20253,4 BHK Apartment in DLF The Arbour,Sector 63,seller,True,4, DLF The Arbour,DLF,apartment
13700000.000000002,under construction,1450,9448,3 BHK Apartment in SS Cendana Residence,Sector 83,Superb Solution Providers Pvt Ltd,True,3, SS Cendana Residence,SS,apartment
22000000.0,ready to move,2450,8979,4 BHK Independent Floor,Sector 51,Sharma realtors solution,False,4,Outside Socity,Outside,plot
15000000.0,under construction,1205,12448,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,SM Realty,True,3, Signature Global City 81 Phase 2,Signature,apartment
44000000.0,under construction,1677,26237,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Impex Estates India Private Limited,True,3, Adani Brahma Samsara Vilasa,Adani,apartment
12000000.0,ready to move,1430,8391,3 BHK Apartment in Mapsko Casa Bella,Sector 82,Bricksblenders,False,3, Mapsko Casa Bella,Mapsko,apartment
52500000.0,ready to move,2905,18072,4 BHK Apartment in Tata Primanti,Sector 72,Corvous India Infratech Pvt Ltd,False,4, Tata Primanti,Tata,apartment
4600000.0,ready to move,720,6388,1 BHK Apartment in Ameya Sapphire Eighty Three,Sector 83,Ayuni Direct Realty,False,1, Ameya Sapphire Eighty Three,Ameya,apartment
30000000.0,ready to move,2082,14409,3 BHK Apartment in Omaxe The Nile,Sector 49,Sagar,False,3, Omaxe The Nile,Omaxe,apartment
9900000.0,ready to move,1366,7247,2 BHK Apartment in M3M Woodshire,Sector 107,home,False,2, M3M Woodshire,M3M,apartment
45300000.0,ready to move,3969,11413,4 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,Property In Gurgaon,False,4, Unitown Trehan Luxury Floor 63,Unitown,floor
120000000.0,ready to move,3500,34285,4 BHK Apartment in DLF The Belaire,Sector 54,properties for sale in Gurgaon,False,4, DLF The Belaire,DLF,apartment
35500000.0,ready to move,2450,14489,3 BHK Apartment in Puri Emerald Bay,Sector 104,Bhoomi Realtors,False,3, Puri Emerald Bay,Puri,apartment
10500000.0,ready to move,1000,10500,2 BHK Independent Floor in Signature Global City 92,Sector 92,Keshri Real Tech,False,2, Signature Global City 92,Signature,floor
19000000.0,ready to move,2365,8033,4 BHK Apartment in Pareena Express Heights,Sector 99A,ANGEL BRICKS,False,4, Pareena Express Heights,Pareena,apartment
37000000.0,ready to move,1975,18734,4 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,GK Realtors,False,4, Emaar Emerald Floors Premier,Emaar,apartment
55000000.0,under construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Yoga reality,True,4, Godrej Aristocrat,Godrej,apartment
55000000.0,under construction,1469,37465,4 BHK Apartment in Godrej Aristocrat,Sector 49,Gupta Realtors,True,4, Godrej Aristocrat,Godrej,apartment
20000000.0,ready to move,2000,10000,3 BHK Independent Floor,Sector 46,Homes solution,False,3,Outside Socity,Outside,plot
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,ETHOS PRO REALTORS,True,3, M3M Golf Hills Phase 1,M3M,apartment
26800000.0,under construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,The Assetree,True,3, Trehan Luxury Floors 71,Trehan,apartment
26800000.0,under construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Bargainer Propmart,True,3, Trehan Luxury Floors 71,Trehan,apartment
27000000.0,ready to move,2650,10188,4 BHK Independent Floor in Emaar Emerald Floors Premier,Sector 65,Golden Frog Realty,False,4, Emaar Emerald Floors Premier,Emaar,floor
5700000.0,ready to move,632,9018,2 BHK Apartment in Signature Global Orchard Avenue,Sector 93,shree associate,False,2, Signature Global Orchard Avenue,Signature,apartment
25000000.0,ready to move,1950,12820,3 BHK Independent Floor in Raheja Sushant Lok 1 Floors,Sector 43,Khatri properties solution,False,3, Raheja Sushant Lok 1 Floors,Raheja,floor
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Urbankasa,True,3, M3M Golf Hills Phase 1,M3M,apartment
26800000.0,under construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,PAARTH REALTY,True,3, Trehan Luxury Floors 71,Trehan,apartment
12600000.0,under construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Mehta Real Estate,True,2, Signature Global City 79 B,Signature,apartment
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Empire Landbase,True,3, M3M Golf Hills Phase 1,M3M,apartment
21100000.0,ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,home,False,2, Godrej Air,Godrej,apartment
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Property In Gurgaon,True,3, M3M Golf Hills Phase 1,M3M,apartment
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,properties for sale in Gurgaon,True,3, M3M Golf Hills Phase 1,M3M,apartment
45000000.0,ready to move,3400,13235,4 BHK Independent Floor in Today Developer 6,DLF Phase 2,Akhilesh Sharma,False,4, Today Developer 6,Today,floor
26800000.0,under construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,SevenRealtys,True,3, Trehan Luxury Floors 71,Trehan,apartment
37600000.0,under construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Accurate Realty Venture Private Limited,True,3, M3M M3M Crown,M3M,apartment
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Today Associates,True,3, M3M Golf Hills Phase 1,M3M,apartment
48000000.0,ready to move,2802,17130,3 BHK Apartment in Experion Windchants,Sector 112,Chirag khatri,False,3, Experion W,Experion,apartment
12000000.0,ready to move,1322,9077,2 BHK Apartment in Umang Winter Hills,Sector 77,Khushi Housing Solutions Pvt Ltd,False,2, Umang W,Umang,apartment
14500000.0,ready to move,1490,9731,2 BHK Apartment in Godrej 101,Sector 79,True blue Advisers,False,2, Godrej 101,Godrej,apartment
41000000.0,ready to move,2185,18764,3 BHK Apartment,Sector 72,Rising Realtors,False,3,Outside Socity,Outside,plot
14900000.0,ready to move,1822,8177,3 BHK Apartment in Umang Winter Hills,Sector 77,Get Home Fix,False,3, Umang W,Umang,apartment
22500000.0,under construction,1829,12301,3 BHK Apartment in Godrej Air,Sector 85,Arihant dream homes,True,3, Godrej Air,Godrej,apartment
45000000.0,ready to move,3762,11961,4 BHK Independent Floor in Raheja Sushant Lok 1 Floors,Sector 43,Neer Me Consultant,False,4, Raheja Sushant Lok 1 Floors,Raheja,floor
29000000.0,under construction,1855,15633,3 BHK Apartment in Godrej Meridien,Sector 106,Sansiddhi Homes,True,3, Godrej Meridien,Godrej,apartment
28000000.0,ready to move,2162,12950,4 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Gateway Realty,False,4, Shapoorji Pallonji Joyville Phase 1,Shapoorji,apartment
27500000.0,ready to move,2103,13076,3 BHK Apartment in DLF The Primus,Sector 82A,Neeraj Co,False,3, DLF The Primus,DLF,apartment
34000000.0,under construction,1967,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Gromax India,True,3, Krisumi Waterfall Residences,Krisumi,apartment
6200000.0,under construction,765,8104,2 BHK Independent House,Sector 104,Sunrise Property Consultants,False,2,Outside Socity,Outside,plot
28000000.0,under construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,AG Luxury Abodes,True,3, M3M Golf Hills Phase 1,M3M,apartment
27000000.0,ready to move,4500,6000,4 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,home,False,4, Reputed Builder Sushant Lok 3,Reputed,floor
4900000.0,ready to move,575,8521,2 BHK Apartment,Sector 93,Property In Gurgaon,False,2,Outside Socity,Outside,plot
14500000.0,under construction,1751,8280,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,properties for sale in Gurgaon,True,3, Eldeco Acclaim,Eldeco,apartment
18500000.0,ready to move,1550,11935,2 BHK Apartment in Puri Emerald Bay,Sector 104,Paramount Associates,False,2, Puri Emerald Bay,Puri,apartment
1970000.0,under construction,220,8954,1 RK Studio Apartment in DLF Magnolias,Sector 42,N S ASSOCIATES,True,1, DLF Magnolias,DLF,apartment
17100000.0,under construction,921,18566,1 BHK Apartment in Krisumi Waterfall Suites,Sector 36A,MAS Infra,True,1, Krisumi Waterfall Suites,Krisumi,apartment
19300000.0,ready to move,1840,10500,3 BHK Independent Floor in Ahuja Builders 4,Sector 23 Gurgaon,Mangalam infratech,False,3, Ahuja Builders 4,Ahuja,floor
12500000.0,under construction,1454,8629,3 BHK Independent Floor in Landmark Avana 1st Phase,Sector 95,MAA KARNI PROPERTIES,True,3, Landmark Avana 1st Phase,Landmark,floor
28500000.0,ready to move,2010,14179,4 BHK Apartment in Tulip Violet,Sector 69,Surya Homes Developers,False,4, Tulip Violet,Tulip,apartment
25000000.0,ready to move,2660,9398,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,SMART HOMZZ,False,3, Bestech Park View Grand Spa,Bestech,apartment
22500000.0,ready to move,2215,10158,4 BHK Apartment in DLF Regal Gardens,Sector 90,WADHWA REALTORS,False,4, DLF Regal Gardens,DLF,apartment
25000000.0,ready to move,2550,9803,3 BHK Independent Floor,Sector 57,Silverkeys realestate,False,3,Outside Socity,Outside,plot
10500000.0,under construction,1550,6774,3 BHK Independent Floor in Signature Global Park 1,Sector 36 Sohna,Gravity Advisors Pvt Ltd,True,3, Signature Global Park 1,Signature,floor
38000000.0,ready to move,2600,14615,4 BHK Independent Floor,Sector 41,Saryu Chadha,False,4,Outside Socity,Outside,plot
33900000.0,ready to move,2675,12710,4 BHK Apartment in Bestech Park View Altura,Sector 79,SANDEEP RADHE ASSOCIATES,False,4, Bestech Park View Altura,Bestech,apartment
4300000.0,ready to move,500,8600,2 BHK Apartment in ROF Aalayas,Sector 102,Rainbow Realty RERA-311,False,2, ROF Aalayas,ROF,apartment
17200000.0,ready to move,2064,8333,3 BHK Apartment in DLF New Town Heights 1,Sector 90,Sagar Real Estates s/c Milestone Buildspace Pvt Ltd,False,3, DLF New Town Heights 1,DLF,apartment
7970000.0,ready to move,980,8132,2 BHK Apartment in Umang Winter Hills,Sector 77,Amit,False,2, Umang W,Umang,apartment
145600000.0,under construction,4625,31500,4 BHK Apartment in Ireo Grand Hyatt,Sector 58,Dream House,True,4, Ireo Grand Hyatt,Ireo,apartment
12000000.0,ready to move,1283,9353,2 BHK Apartment in Experion The Heartsong,Sector 108,ADS REALTY,False,2, Experion The Heartsong,Experion,apartment
8500000.0,new,1296,6558,Residential Plot,Palam Vihar Extension,home,False,0,Outside Socity,Outside,plot
11500000.0,resale,1260,9126,Residential Plot in BPTP District 6 Block L,Sector 84,Property In Gurgaon,False,6, BPTP District 6 Block L,BPTP,plot
22200000.000000004,resale,1602,13888,Residential Plot in Raheja Vanya City Plots,Sector 99A,properties for sale in Gurgaon,True,0, Raheja Vanya City Plots,Raheja,plot
20000000.0,ready to move,1800,11111,3 BHK Independent Floor,Sector 57,Geeta Properrties,False,3,Outside Socity,Outside,plot
5200000.0,ready to move,516,10077,2 BHK Apartment in Apex Our Homes,Sector 37C,Aashiana Realtors,False,2, Apex Our Homes,Apex,apartment
12500000.0,ready to move,1430,8741,2 BHK Apartment in Vatika The Seven Lamps,Sector 82,R M reality,False,2, Vatika The Seven Lamps,Vatika,apartment
14000000.0,ready to move,1800,7777,3 BHK Independent Floor,Sector 57,Vaishno Associates,False,3,Outside Socity,Outside,plot
13200000.0,new,1485,8889,Residential Plot in Faith Ireo Savannah,Sector 35 Sohna,Defence Realtors And Developers,True,0, Faith Ireo Savannah,Faith,plot
22799999.999999996,ready to move,1965,11603,3 BHK Apartment in Saan Verdante,Sector 95,Prime Associates,False,3, Saan Verdante,Saan,apartment
24600000.0,ready to move,2600,9462,4 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Prop cue,False,4, Central Park Aqua Front Towers,Central,apartment
39000000.0,ready to move,2700,14444,4 BHK Independent Floor,Sushant Lok,SHRI SAI REALTORS,False,4,Outside Socity,Outside,plot
172100000.0,ready to move,7650,22496,5 BHK Villa in Vipul Tatvam Villas,Sector 48,Dream Home Realty,False,5, Vipul Tatvam Villas,Vipul,villa
41500000.0,under construction,4500,9222,4 BHK Independent Floor,Sector 24,Thirty Three Estates Developers,False,4,Outside Socity,Outside,plot
95500000.0,ready to move,6371,15000,5 BHK Apartment in M3M St Andrews Golf Residences,Sector 65,99 Estates Pvt Ltd,False,5, M3M St Andrews Golf Residences,M3M,apartment
13700000.000000002,new,1575,8761,Residential Plot in Meffier Golden Park,Sector 4 Sohna,Sachin,True,0, Meffier Golden Park,Meffier,plot
13400000.0,under construction,1496,9007,3 BHK Apartment in Signature Global City 93,Sector 93,Whitehousz,True,3, Signature Global City 93,Signature,apartment
18500000.0,ready to move,2000,9250,3 BHK Independent Floor in Uppal Southend,Sector 49,Yasir,False,3, Uppal Southend,Uppal,floor
286000000.0,under construction,1300,220000,2 BHK Apartment in M3M Capital,Sector 113,Vijayata Enterprises,True,2, M3M Capital,M3M,apartment
43800000.0,ready to move,2660,16500,3 BHK Apartment in M3M Merlin,Sector 67,GURUGRAM LANDBASE,False,3, M3M Merl,M3M,apartment
2380000.0,under construction,600,3966,2 BHK Apartment in Ganga TATHASTU,Sector 4 Sohna,Investor's Landbase,True,2, Ganga TATHASTU,Ganga,apartment
14400000.0,under construction,1528,9450,3 BHK Apartment in M3M Antalya Hills Phase I,Sector 79,home,True,3, M3M Antalya Hills Phase I,M3M,apartment
27500000.0,ready to move,2700,10185,4 BHK Independent Floor,Sector 57,Property In Gurgaon,False,4,Outside Socity,Outside,plot
22500000.0,ready to move,2430,9259,3 BHK Independent Floor in Ansal Versalia Phase A1,Sector 67,properties for sale in Gurgaon,False,3, Ansal Versalia Phase A1,Ansal,floor
7000000.0,ready to move,915,7650,2 BHK Apartment in Suncity Avenue 102,Sector 102,MM India Pvt Ltd,False,2, Suncity Avenue 102,Suncity,apartment
37000000.0,ready to move,2000,18500,3 BHK Apartment in Central Park Tower C,Sector 48,seller,False,3, Central Park Tower C,Central,apartment
32500000.0,ready to move,4300,7558,4 BHK Independent Floor,Sector 49,seller,False,4,Outside Socity,Outside,plot
14000000.0,ready to move,1231,11372,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,seller,False,3, Reputed Builder Sushant Lok 3,Reputed,floor
32500000.0,ready to move,3200,10156,4 BHK Independent Floor in Dhara Malibu Town Floors,Sector 47,seller,False,4, Dhara Malibu Town Floors,Dhara,floor
20000000.0,ready to move,1700,11764,3 BHK Independent Floor,Sector 57,seller,False,3,Outside Socity,Outside,plot
27000000.0,ready to move,3000,9000,3 BHK Independent Floor in Reputed Builder HUDA Colony,Sector 46,seller,False,3, Reputed Builder HUDA Colony,Reputed,floor
25000000.0,ready to move,900,27777,2 BHK Independent House in Surendra Luxury Floor 45,Sector 45,seller,False,2, Surendra Luxury Floor 45,Surendra,house
6500000.0,ready to move,715,9090,2 BHK Apartment in Pyramid Urban Homes 2,Sector 86,seller,False,2, Pyramid Urban Homes 2,Pyramid,apartment
26000000.0,ready to move,2200,11818,3 BHK Independent Floor,Sector 47,seller,False,3,Outside Socity,Outside,plot
20000000.0,ready to move,2300,8695,3 BHK Independent Floor in Reputed Builder HUDA Colony,Sector 46,seller,False,3, Reputed Builder HUDA Colony,Reputed,floor
18000000.0,ready to move,1700,10588,3 BHK Independent Floor in Reputed Builder HUDA Colony,Sector 46,seller,False,3, Reputed Builder HUDA Colony,Reputed,floor
23000000.0,ready to move,2340,9829,3 BHK Independent Floor in Ansal Esencia,Sector 67,seller,False,3, Ansal Esencia,Ansal,floor
18000000.0,ready to move,900,20000,1 BHK Independent House,Sector 45,seller,False,1,Outside Socity,Outside,plot
15000000.0,ready to move,1700,8823,3 BHK Independent Floor in Vipul World Plots,Sector 48,seller,False,3, Vipul World Plots,Vipul,floor
60199999.99999999,ready to move,2150,28000,3 BHK Apartment in DLF Park Place,Sector 54,seller,False,3, DLF Park Place,DLF,apartment
84800000.0,ready to move,3395,25000,4 BHK Apartment in Conscient Hines Elevate,Sector 59,seller,False,4, Conscient H,Conscient,apartment
46000000.0,ready to move,2095,22000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,home,False,3, Conscient H,Conscient,apartment
76100000.0,ready to move,2721,28000,4 BHK Apartment in DLF Park Place,Sector 54,Property In Gurgaon,False,4, DLF Park Place,DLF,apartment
50400000.0,ready to move,2295,22000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,properties for sale in Gurgaon,False,3, Conscient H,Conscient,apartment
55300000.0,ready to move,1975,28000,3 BHK Apartment in DLF Park Place,Sector 54,seller,False,3, DLF Park Place,DLF,apartment
52500000.0,ready to move,1875,28000,3 BHK Apartment in DLF Park Place,Sector 54,seller,False,3, DLF Park Place,DLF,apartment
46900000.00000001,ready to move,1677,28000,2 BHK Apartment in DLF Park Place,Sector 54,seller,False,2, DLF Park Place,DLF,apartment
79900000.0,under construction,3978,20110,4 BHK Apartment in DLF The Arbour,Sector 63,seller,True,4, DLF The Arbour,DLF,apartment
57000000.0,ready to move,2595,22000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,seller,False,3, Conscient H,Conscient,apartment
70000000.0,under construction,3950,17722,4 BHK Apartment in DLF The Arbour,Sector 63,seller,True,4, DLF The Arbour,DLF,apartment
75700000.0,ready to move,2704,28000,4 BHK Apartment in DLF Park Place,Sector 54,seller,False,4, DLF Park Place,DLF,apartment
67800000.0,under construction,2073,32706,4 BHK Apartment in Anant Raj The Estate Residences,Sector 63A,seller,True,4, Anant Raj The Estate Residences,Anant,apartment
55500000.0,ready to move,1983,28000,3 BHK Apartment in DLF Park Place,Sector 54,seller,False,3, DLF Park Place,DLF,apartment
55500000.0,ready to move,1985,28000,2 BHK Apartment in DLF Park Place,Sector 54,seller,False,2, DLF Park Place,DLF,apartment
71400000.0,ready to move,2550,28000,4 BHK Apartment in DLF Park Place,Sector 54,seller,False,4, DLF Park Place,DLF,apartment
56000000.0,ready to move,1535,36506,3 BHK Apartment in Mahindra Luminare,Sector 59,seller,False,3, Mah,Mah,apartment
84600000.00000001,under construction,2586,32714,4 BHK Apartment in Anant Raj The Estate Residences,Sector 63A,seller,True,4, Anant Raj The Estate Residences,Anant,apartment
65199999.99999999,ready to move,2329,28000,3 BHK Apartment in DLF Park Place,Sector 54,seller,False,3, DLF Park Place,DLF,apartment
74900000.0,ready to move,2677,28000,4 BHK Apartment in DLF Park Place,Sector 54,seller,False,4, DLF Park Place,DLF,apartment
66800000.0,under construction,2042,32713,4 BHK Apartment in Anant Raj The Estate Residences,Sector 63A,seller,True,4, Anant Raj The Estate Residences,Anant,apartment
64300000.0,under construction,2250,28624,3 BHK Apartment in Birla Navya Avik Phase 1,Sector 63A,seller,True,3, Birla Navya Avik Phase 1,Birla,apartment
20000000.0,resale,900,22222,Residential Plot,Sector 52,home,False,0,Outside Socity,Outside,plot
52500000.0,resale,3312,15851,Residential Plot in Reputed Builder Plot Sector 39,Sector 39,Property In Gurgaon,False,39, Reputed Builder Plot Sector 39,Reputed,plot
8500000.0,ready to move,1079,7877,2 BHK Apartment in BPTP Spacio,Sector 37D,properties for sale in Gurgaon,False,2, BPTP Spacio,BPTP,apartment
7500000.0,ready to move,815,9202,2 BHK Apartment in Suncity Avenue 102,Sector 102,seller,False,2, Suncity Avenue 102,Suncity,apartment
4500000.0,ready to move,920,4891,3 BHK Apartment,Sector 3A,home,False,3,Outside Socity,Outside,plot
4500000.0,ready to move,920,4891,3 BHK Apartment,Sector 3A,Property In Gurgaon,False,3,Outside Socity,Outside,plot
4500000.0,ready to move,2000,2250,3 BHK Apartment,Sector 3A,properties for sale in Gurgaon,False,3,Outside Socity,Outside,plot
5600000.0,ready to move,1100,5090,3 BHK Independent Floor,Sector 69,seller,False,3,Outside Socity,Outside,plot
4500000.0,ready to move,2000,2250,3 BHK Apartment,Sector 3A,seller,False,3,Outside Socity,Outside,plot
9231000.0,under construction,1211,7623,2 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,True,2, Signature Global City 79 B,Signature,apartment
13899999.999999998,under construction,2408,5784,3 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,True,3, Signature Global City 79 B,Signature,apartment
12100000.0,under construction,2035,5978,3 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,True,3, Signature Global City 79 B,Signature,apartment
11399999.999999998,under construction,1556,7372,3 BHK Apartment in Signature Global City 79 B,Sector 79,home,True,3, Signature Global City 79 B,Signature,apartment
9786000.0,under construction,1566,6249,2 BHK Apartment in Signature Global City 79 B,Sector 79,Property In Gurgaon,True,2, Signature Global City 79 B,Signature,apartment
13100000.0,under construction,1831,7170,3 BHK Apartment in Signature Global City 79 B,Sector 79,properties for sale in Gurgaon,True,3, Signature Global City 79 B,Signature,apartment
80100000.0,under construction,3956,20252,4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,True,4, DLF The Arbour,DLF,apartment
79900000.0,under construction,3950,20253,4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,True,4, DLF The Arbour,DLF,apartment
76900000.0,under construction,3800,20253,4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,True,4, DLF The Arbour,DLF,apartment
76900000.0,under construction,3800,20253,4 BHK Apartment in DLF The Arbour,Sector 63,SM Realty,True,4, DLF The Arbour,DLF,apartment
17500000.0,ready to move,1405,12500,2 BHK Apartment in Godrej Air Phase I,Sector 85,SM Realty,False,2, Godrej Air Phase I,Godrej,apartment
19500000.0,ready to move,1930,10103,3 BHK Apartment in DLF The Skycourt,Sector 86,SM Realty,False,3, DLF The Skycourt,DLF,apartment
15900000.0,ready to move,1890,8412,3 BHK Apartment in SS The Coralwood,Sector 84,SM Realty,False,3, SS The Coralwood,SS,apartment
16500000.0,ready to move,1890,8730,3 BHK Apartment in SS The Coralwood,Sector 84,Impex Estates India Private Limited,False,3, SS The Coralwood,SS,apartment
25000000.0,ready to move,2475,10101,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Impex Estates India Private Limited,False,4, Bestech Park View Sanskruti,Bestech,apartment
39500000.0,under construction,3051,12946,3 BHK Apartment in Ganga Nandaka,Sector 84,Impex Estates India Private Limited,True,3, Ganga Nandaka,Ganga,apartment
12700000.0,under construction,1075,11813,2 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,True,2, Signature Global City 81 Phase 2,Signature,apartment
14000000.0,under construction,1190,11813,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,True,3, Signature Global City 81 Phase 2,Signature,apartment
19500000.0,ready to move,3800,5131,3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Impex Estates India Private Limited,False,3, Central Park Flower Valley,Central,apartment
6000000.0,ready to move,900,6666,3 BHK Apartment in GLS Avenue 51,Sector 92,Corvous India Infratech Pvt Ltd,False,3, GLS Avenue 51,GLS,apartment
19500000.0,ready to move,1550,12580,2 BHK Apartment in Puri Emerald Bay,Sector 104,Corvous India Infratech Pvt Ltd,False,2, Puri Emerald Bay,Puri,apartment
11000000.0,under construction,1190,9243,2 BHK Apartment in Signature Global City 92 2,Sector 92,Urbankasa,True,2, Signature Global City 92 2,Signature,apartment
9900000.0,ready to move,1366,7247,2 BHK Apartment in M3M Woodshire,Sector 107,Yoga reality,False,2, M3M Woodshire,M3M,apartment
11500000.0,ready to move,1470,7823,3 BHK Apartment in BPTP Park Generation,Sector 37D,home,False,3, BPTP Park Generation,BPTP,apartment
43000000.0,ready to move,2720,15808,4 BHK Apartment in Godrej Meridien,Sector 106,Property In Gurgaon,False,4, Godrej Meridien,Godrej,apartment
19000000.0,ready to move,2361,8047,3 BHK Apartment in M3M Woodshire,Sector 107,properties for sale in Gurgaon,False,3, M3M Woodshire,M3M,apartment
49000000.0,ready to move,6300,7777,4 BHK Independent Floor in Ansal Esencia,Sector 67,Sagar,False,4, Ansal Esencia,Ansal,floor
35000000.0,ready to move,1350,25925,3 BHK Villa in Eros Rosewood Villas,Sector 49,Bhoomi Realtors,False,3, Eros Rosewood Villas,Eros,villa
120000000.0,ready to move,6500,18461,5 BHK Villa in Tata Raisina Residency,Sector 59,Bhoomi Realtors,False,5, Tata Rais,Tata,villa
22500000.0,ready to move,2660,8458,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Nayra Realtors,False,3, Bestech Park View Grand Spa,Bestech,apartment
17000000.0,ready to move,1825,9315,3 BHK Apartment in Godrej Icon,Sector 88A,Nayra Realtors,False,3, Godrej Icon,Godrej,apartment
31000000.0,ready to move,3185,9733,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Keshri Real Tech,False,4, Bestech Park View Grand Spa,Bestech,apartment
14500000.0,ready to move,1572,9223,3 BHK Apartment in Godrej 101,Sector 79,Sagar,False,3, Godrej 101,Godrej,apartment
15000000.0,ready to move,1741,8615,2 BHK Apartment in SS The Leaf,Sector 85,Sagar,False,2, SS The Leaf,SS,apartment
35000000.0,ready to move,2000,17500,3 BHK Apartment in Pioneer Park PH 1,Sector 61,Sagar,False,3, Pioneer Park PH 1,Pioneer,apartment
32500000.0,ready to move,3470,9368,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Sagar,False,3, Bestech Park View Grand Spa,Bestech,apartment
18000000.0,ready to move,1760,10227,3 BHK Apartment in Paras Dews,Sector 106,Sagar,False,3, Paras Dews,Paras,apartment
30000000.0,ready to move,2018,14866,3 BHK Apartment in M3M Skycity,Sector 65,ANGEL BRICKS,False,3, M3M Skycity,M3M,apartment
42500000.0,ready to move,2700,15740,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Sagar,False,3, Adani Brahma Samsara Vilasa,Adani,apartment
